T_inst E_tot P Z
1.71231 -2.16091 6.33152 4.35018
1.71031 -2.17207 6.2986 4.33263
1.70718 -2.17957 6.28569 4.33165
1.70346 -2.18284 6.29488 4.34748
1.69975 -2.18051 6.32716 4.37931
1.69664 -2.17266 6.37916 4.42337
1.69446 -2.16024 6.44529 4.475
1.69322 -2.14455 6.51966 4.52995
1.69279 -2.1263 6.59795 4.58549
1.69318 -2.10778 6.6731 4.63667
1.69508 -2.08956 6.73775 4.67634
1.69971 -2.07445 6.7762 4.69022
1.70666 -2.06665 6.77435 4.66983
1.71249 -2.06955 6.73601 4.62759
1.71411 -2.08101 6.68392 4.58747
1.71214 -2.095 6.63892 4.56183
1.70904 -2.10607 6.61009 4.55027
1.70633 -2.11221 6.59726 4.54864
1.7092 -2.10594 6.60292 4.54491
1.70734 -2.10506 6.61357 4.55718
1.70594 -2.1005 6.63432 4.57524
1.70562 -2.09401 6.65747 4.59206
1.70658 -2.08721 6.6755 4.60191
1.70788 -2.08209 6.6851 4.60503
1.70817 -2.07881 6.69116 4.6084
1.70753 -2.0762 6.69841 4.61514
1.7077 -2.07236 6.7044 4.6188
1.71036 -2.06845 6.69646 4.60617
1.7155 -2.06904 6.65908 4.56671
1.72161 -2.07744 6.58644 4.50087
1.72658 -2.09508 6.48372 4.41793
1.72881 -2.12 6.36614 4.33222
1.72803 -2.14842 6.25073 4.2556
1.72492 -2.17559 6.15237 4.1962
1.72029 -2.19837 6.08022 4.15814
1.71519 -2.21366 6.0396 4.14264
1.71099 -2.22103 6.02607 4.14351
1.70874 -2.22225 6.02849 4.15064
1.70845 -2.22037 6.03513 4.15591
1.70932 -2.21827 6.03851 4.15612
1.7105 -2.21714 6.03688 4.15214
1.71141 -2.21749 6.03106 4.14593
1.71167 -2.22014 6.02243 4.13936
1.71102 -2.22285 6.01827 4.13807
1.70935 -2.22413 6.02467 4.14651
1.70697 -2.22347 6.04447 4.16594
1.70472 -2.21854 6.07983 4.19584
1.70349 -2.21107 6.12295 4.22866
1.70327 -2.20127 6.16994 4.26166
1.70319 -2.1912 6.21808 4.29511
1.70256 -2.1813 6.26922 4.33204
1.70164 -2.17007 6.32605 4.37367
1.70147 -2.15745 6.38429 4.41437
1.70303 -2.14425 6.43512 4.44544
1.70625 -2.1341 6.46704 4.45907
1.70978 -2.12871 6.47812 4.45747
1.71211 -2.12849 6.47408 4.44865
1.71262 -2.1316 6.46478 4.44093
1.71173 -2.13525 6.45878 4.43911
1.71016 -2.13783 6.45988 4.44395
1.70858 -2.13838 6.46878 4.45419
1.70744 -2.13617 6.48465 4.46811
1.70672 -2.13268 6.50365 4.48306
1.70612 -2.12793 6.52594 4.50001
1.70552 -2.12237 6.55086 4.51879
1.70525 -2.11521 6.57799 4.53823
1.70592 -2.10861 6.5994 4.55121
1.7081 -2.10223 6.60982 4.55259
1.71703 -2.09186 6.60195 4.52351
1.7224 -2.09501 6.55903 4.48009
1.72779 -2.10583 6.4851 4.41577
1.73107 -2.12504 6.38954 4.34245
1.73093 -2.14964 6.291 4.27583
1.72753 -2.17354 6.21029 4.22928
1.72222 -2.1922 6.15938 4.20755
1.71685 -2.20288 6.14048 4.20776
1.71274 -2.20504 6.14855 4.22339
1.71002 -2.20152 6.1744 4.24789
1.70796 -2.1937 6.21487 4.28089
1.70623 -2.18286 6.26739 4.32144
1.70537 -2.16974 6.32692 4.36469
1.70588 -2.15483 6.38732 4.40506
1.70719 -2.14121 6.44146 4.43897
1.70808 -2.12992 6.49079 4.47065
1.7081 -2.11978 6.54045 4.50479
1.708 -2.10963 6.59088 4.53981
1.70825 -2.0993 6.63984 4.57285
1.70861 -2.08934 6.68607 4.60372
1.70863 -2.07989 6.73071 4.63439
1.7084 -2.06988 6.77595 4.66618
1.70902 -2.05984 6.81609 4.69211
1.71163 -2.05013 6.8421 4.70286
1.71572 -2.04532 6.84209 4.69163
1.71966 -2.04617 6.81807 4.66443
1.72262 -2.05359 6.77329 4.62586
1.72456 -2.06523 6.71508 4.58093
1.72529 -2.07952 6.65067 4.53508
1.72518 -2.09401 6.58663 4.49169
1.7255 -2.10926 6.51896 4.44474
1.72674 -2.12487 6.44493 4.3911
1.7276 -2.14262 6.36542 4.33476
1.72599 -2.16193 6.29331 4.28966
1.72105 -2.17927 6.24697 4.27028
1.71401 -2.18839 6.24176 4.28425
1.70717 -2.18685 6.27717 4.32581
1.70283 -2.17494 6.34063 4.38069
1.70236 -2.15592 6.41147 4.43085
1.70543 -2.1369 6.4664 4.46078
1.71014 -2.12283 6.49449 4.4678
1.71462 -2.11541 6.49661 4.4576
1.71771 -2.11513 6.47803 4.43684
1.71885 -2.11963 6.45013 4.41481
1.71829 -2.1254 6.42418 4.39848
1.71728 -2.13042 6.40332 4.38679
1.71688 -2.13389 6.38544 4.37554
1.7172 -2.1366 6.36706 4.36214
1.71771 -2.14007 6.34602 4.34644
1.71796 -2.14404 6.32445 4.33102
1.72299 -2.14121 6.307 4.30647
1.72302 -2.14597 6.28575 4.2919
1.72273 -2.15048 6.26693 4.27975
1.72168 -2.15434 6.25444 4.27382
1.72031 -2.15656 6.25023 4.27436
1.71932 -2.15669 6.25255 4.2784
1.71888 -2.15586 6.25743 4.28283
1.71914 -2.15418 6.26221 4.28546
1.72038 -2.15297 6.26085 4.28144
1.72231 -2.15376 6.24894 4.26849
1.72398 -2.15714 6.22781 4.24995
1.72451 -2.16311 6.20264 4.23147
1.72367 -2.16992 6.18125 4.21894
1.7217 -2.1759 6.16968 4.21586
1.719 -2.1782 6.17447 4.22575
1.7163 -2.17639 6.19518 4.24662
1.71461 -2.17073 6.22624 4.2721
1.71458 -2.16263 6.25874 4.29448
1.71583 -2.15422 6.28546 4.30966
1.71745 -2.14839 6.30182 4.31681
1.71874 -2.14463 6.31079 4.31972
1.71948 -2.14264 6.3148 4.32058
1.71995 -2.14191 6.315 4.31955
1.72054 -2.14185 6.31118 4.31545
1.72152 -2.1426 6.30132 4.30626
1.72294 -2.14453 6.28342 4.2905
1.72459 -2.1494 6.25437 4.26657
1.72603 -2.15633 6.21754 4.23792
1.72665 -2.16543 6.17682 4.20864
1.72578 -2.17538 6.1407 4.18613
1.72311 -2.18433 6.11888 4.17773
1.71937 -2.18939 6.1185 4.18656
1.71618 -2.18853 6.13837 4.20795
1.71496 -2.18196 6.16938 4.23224
1.71596 -2.17398 6.19658 4.24841
1.71835 -2.16794 6.2112 4.25251
1.72091 -2.16531 6.21238 4.24698
1.72274 -2.16671 6.20314 4.23616
1.7233 -2.17072 6.19111 4.22658
1.72224 -2.1763 6.18409 4.2244
1.71978 -2.1794 6.19333 4.23676
1.71681 -2.17888 6.22093 4.26298
1.71415 -2.1737 6.26609 4.30059
1.7118 -2.16547 6.3247 4.34679
1.70928 -2.15354 6.39856 4.40402
1.70665 -2.13741 6.48807 4.47251
1.70487 -2.11713 6.58811 4.54622
1.70517 -2.09422 6.68657 4.61335
1.70803 -2.07178 6.76858 4.66213
1.71251 -2.05379 6.82325 4.68748
1.72187 -2.03521 6.85367 4.68278
1.72507 -2.03068 6.85721 4.67651
1.72733 -2.03064 6.84414 4.66149
1.72938 -2.03398 6.81578 4.63667
1.73133 -2.04055 6.77256 4.60207
1.73255 -2.05052 6.71787 4.56172
1.73275 -2.06198 6.659 4.5212
1.73293 -2.07387 6.59677 4.47849
1.73428 -2.08589 6.52661 4.42741
1.73646 -2.09997 6.44402 4.3659
1.73774 -2.11699 6.35424 4.30189
1.7368 -2.13663 6.2682 4.24594
1.7339 -2.15437 6.2002 4.20691
1.73062 -2.16725 6.15438 4.18372
1.72842 -2.17558 6.12483 4.16895
1.72729 -2.18058 6.10621 4.15898
1.72611 -2.18417 6.09731 4.15577
1.72398 -2.18597 6.10304 4.16481
1.72092 -2.1842 6.12873 4.18978
1.71753 -2.17794 6.17539 4.23002
1.71492 -2.16609 6.2399 4.2807
1.71446 -2.15039 6.30971 4.32976
1.71645 -2.13482 6.36934 4.36561
1.71923 -2.12215 6.41416 4.38921
1.72024 -2.11382 6.45168 4.4123
1.71825 -2.10709 6.49811 4.44921
1.71427 -2.09644 6.56725 4.50698
1.71059 -2.07996 6.65729 4.5786
1.70913 -2.05826 6.75649 4.6508
1.71025 -2.03452 6.84998 4.71206
1.71287 -2.01235 6.92793 4.7584
1.71579 -1.99449 6.98596 4.79009
1.71896 -1.98009 7.02413 4.80738
1.72327 -1.97082 7.03419 4.80222
1.72898 -1.96845 7.00823 4.76869
1.73492 -1.97466 6.94507 4.70952
1.7393 -1.98986 6.85283 4.63528
1.74111 -2.01178 6.7463 4.55849
1.74072 -2.03604 6.64047 4.48798
1.7391 -2.05969 6.54391 4.42685
1.73676 -2.08091 6.46218 4.37744
1.73354 -2.0987 6.40101 4.34406
1.72929 -2.1118 6.36658 4.3313
1.72474 -2.11811 6.36231 4.33981
1.72105 -2.11757 6.38328 4.36346
1.71894 -2.11117 6.42098 4.39462
1.71847 -2.1021 6.46396 4.42526
1.71916 -2.09225 6.50517 4.45168
1.72054 -2.08355 6.53904 4.47125
1.72268 -2.07697 6.56071 4.48051
1.73087 -2.0663 6.56811 4.46434
1.73466 -2.06734 6.54995 4.44228
1.73736 -2.07474 6.51328 4.41053
1.73737 -2.0862 6.47362 4.38366
1.73506 -2.09716 6.44583 4.37065
1.73244 -2.10509 6.43212 4.36795
1.73135 -2.10836 6.42764 4.36764
1.73222 -2.11049 6.4198 4.36013
1.73386 -2.11358 6.40472 4.34578
1.73472 -2.11914 6.38504 4.33026
1.73428 -2.12683 6.36639 4.31872
1.73287 -2.13379 6.35596 4.31516
1.73072 -2.13803 6.35899 4.32258
1.72779 -2.13907 6.37881 4.3434
1.72434 -2.13591 6.41834 4.37905
1.72111 -2.12759 6.4772 4.4275
1.71875 -2.11386 6.55185 4.48467
1.71742 -2.09695 6.63484 4.54501
1.71681 -2.07874 6.72094 4.60563
1.7164 -2.05869 6.81087 4.66838
1.71601 -2.03834 6.90175 4.73172
1.71618 -2.01702 6.99143 4.79275
1.71771 -1.99625 7.0709 4.84289
1.72103 -1.97731 7.13107 4.8747
1.72571 -1.9638 7.16182 4.88243
1.73078 -1.95738 7.16077 4.86743
1.73528 -1.9588 7.13033 4.83415
1.73885 -1.96685 7.07668 4.78793
1.74139 -1.97984 7.00666 4.73365
1.74256 -1.99713 6.92702 4.67671
1.74185 -2.01616 6.8495 4.62624
1.73922 -2.03388 6.78595 4.59025
1.73545 -2.04733 6.74398 4.57177
1.73196 -2.05532 6.72252 4.56642
1.73014 -2.05757 6.71447 4.56575
1.7305 -2.05773 6.70579 4.55888
1.73217 -2.05863 6.68899 4.54309
1.73368 -2.06199 6.664 4.52218
1.73443 -2.06723 6.6351 4.50062
1.73451 -2.07411 6.60446 4.47962
1.73398 -2.08104 6.57671 4.46218
1.73277 -2.08727 6.55531 4.45075
1.73106 -2.0914 6.54401 4.44747
1.72937 -2.09335 6.54208 4.45051
1.72859 -2.09224 6.54653 4.45553
1.72945 -2.09026 6.54716 4.45375
1.73171 -2.08935 6.53649 4.44069
1.73429 -2.09146 6.51203 4.4175
1.73633 -2.0978 6.47509 4.38727
1.73767 -2.10806 6.42891 4.35261
1.7431 -2.11247 6.38521 4.30956
1.74199 -2.12488 6.34376 4.28433
1.73906 -2.13551 6.31909 4.27485
1.73495 -2.14142 6.31888 4.28484
1.73106 -2.14125 6.34216 4.31029
1.7288 -2.13492 6.38116 4.34247
1.72883 -2.12575 6.42154 4.36987
1.73089 -2.11653 6.45237 4.38563
1.73399 -2.11025 6.46685 4.38761
1.73659 -2.10882 6.46575 4.38029
1.73722 -2.11143 6.45914 4.37422
1.73559 -2.11471 6.46025 4.37908
1.73286 -2.11542 6.47584 4.39658
1.73054 -2.11213 6.50399 4.42159
1.72961 -2.10539 6.53726 4.44661
1.73041 -2.09667 6.56658 4.46448
1.7328 -2.08955 6.58052 4.4678
1.73608 -2.08613 6.57349 4.45458
1.73941 -2.0877 6.54444 4.42641
1.74225 -2.09446 6.49556 4.3862
1.74439 -2.10526 6.43164 4.33769
1.74589 -2.11911 6.35697 4.28364
1.74683 -2.13526 6.27516 4.22625
1.74701 -2.15354 6.18999 4.16845
1.746 -2.17196 6.11024 4.11714
1.74352 -2.18808 6.04581 4.07952
1.73978 -2.20069 6.00306 4.05938
1.73539 -2.20824 5.98603 4.05811
1.73116 -2.20851 5.99684 4.07536
1.72778 -2.2029 6.02941 4.10551
1.72565 -2.19177 6.07846 4.14403
1.72518 -2.17753 6.1339 4.18297
1.72649 -2.16253 6.18553 4.21497
1.72881 -2.14957 6.22625 4.23701
1.73107 -2.14079 6.25418 4.25047
1.73307 -2.13448 6.27325 4.25852
1.7358 -2.13106 6.27872 4.25553
1.73927 -2.13237 6.2647 4.23754
1.74096 -2.13882 6.24044 4.21703
1.73881 -2.14834 6.2251 4.21189
1.73351 -2.15429 6.23823 4.23365
1.72719 -2.15191 6.28723 4.28254
1.72199 -2.13982 6.3668 4.34982
1.71974 -2.12002 6.46078 4.41982
1.72133 -2.09692 6.54759 4.47506
1.72617 -2.07631 6.60784 4.50357
1.73231 -2.06302 6.63245 4.50432
1.73777 -2.05926 6.62337 4.48401
1.74159 -2.06354 6.59023 4.4518
1.74335 -2.07385 6.54407 4.41615
1.74781 -2.0789 6.50374 4.37774
1.74554 -2.09078 6.4707 4.36117
1.74289 -2.0987 6.45389 4.35645
1.74072 -2.10282 6.45003 4.35926
1.73889 -2.10407 6.45662 4.36832
1.73716 -2.10209 6.47419 4.38456
1.7361 -2.09783 6.49785 4.40327
1.73634 -2.09161 6.52143 4.41864
1.73757 -2.0861 6.53744 4.42636
1.73894 -2.08183 6.5456 4.4284
1.74006 -2.08024 6.54473 4.42496
1.74088 -2.08059 6.53686 4.41755
1.74105 -2.08207 6.52609 4.40985
1.74018 -2.08444 6.51699 4.40588
1.73904 -2.08458 6.51494 4.4074
1.73944 -2.08287 6.51167 4.40417
1.74231 -2.0816 6.49421 4.38512
1.74627 -2.08549 6.45381 4.34796
1.74902 -2.09511 6.39757 4.3033
1.74905 -2.10892 6.33936 4.26405
1.74616 -2.12331 6.29495 4.24121
1.74139 -2.13246 6.27819 4.24151
1.73663 -2.13408 6.2894 4.26072
1.73393 -2.12882 6.31725 4.28624
1.73465 -2.11912 6.3442 4.30276
1.73808 -2.11117 6.35198 4.29953
1.74168 -2.10892 6.33769 4.28099
1.74383 -2.11162 6.31008 4.25707
1.74493 -2.11716 6.27556 4.23113
1.74541 -2.12474 6.23705 4.20401
1.74477 -2.13326 6.20129 4.18143
1.74269 -2.14126 6.17649 4.16967
1.73989 -2.14511 6.17027 4.17219
1.73739 -2.1452 6.17945 4.1844
1.73555 -2.14102 6.20223 4.20427
1.73428 -2.13392 6.23463 4.22935
1.73353 -2.12548 6.27197 4.25652
1.73317 -2.116 6.31219 4.28469
1.73292 -2.10566 6.35472 4.31419
1.73279 -2.09547 6.3971 4.34329
1.73342 -2.08444 6.43729 4.36898
1.73543 -2.07459 6.46647 4.3837
1.73852 -2.06775 6.47888 4.3843
1.74142 -2.06606 6.47406 4.37376
1.7428 -2.06816 6.46175 4.36199
1.74261 -2.07213 6.45068 4.35497
1.74225 -2.0759 6.44276 4.35053
1.74272 -2.0793 6.43386 4.34336
1.74339 -2.0835 6.42227 4.33385
1.74337 -2.08888 6.41098 4.3263
1.7474 -2.08654 6.40963 4.3154
1.74537 -2.08999 6.4155 4.32438
1.74209 -2.09013 6.43939 4.34867
1.73799 -2.0853 6.48544 4.39008
1.73441 -2.07456 6.55068 4.4434
1.73272 -2.05867 6.62467 4.49797
1.73388 -2.04015 6.69195 4.54061
1.73837 -2.02309 6.73393 4.5573
1.74536 -2.01342 6.73392 4.53905
1.75221 -2.01422 6.69191 4.49309
1.75622 -2.02535 6.62257 4.43639
1.75687 -2.04214 6.54635 4.3837
1.75575 -2.06019 6.47474 4.33852
1.75449 -2.07657 6.4114 4.29915
1.75356 -2.09104 6.35587 4.26419
1.75267 -2.10395 6.30853 4.23458
1.75119 -2.11583 6.27173 4.21343
1.74857 -2.12536 6.25236 4.2067
1.74498 -2.13081 6.2561 4.21788
1.74103 -2.13061 6.28538 4.24723
1.73729 -2.12496 6.33782 4.2919
1.7342 -2.1132 6.41105 4.34923
1.73216 -2.09734 6.49684 4.41261
1.73125 -2.07776 6.58985 4.47812
1.73154 -2.05637 6.68221 4.54014
1.73349 -2.03582 6.76254 4.58954
1.73738 -2.0184 6.81971 4.61797
1.74217 -2.00656 6.84809 4.62444
1.74616 -2.0025 6.84935 4.61474
1.74847 -2.00424 6.83375 4.59814
1.74925 -2.00945 6.8101 4.58017
1.7489 -2.01612 6.78515 4.5643
1.74775 -2.0222 6.76495 4.55373
1.74618 -2.02649 6.75273 4.54957
1.74458 -2.02825 6.74973 4.55173
1.74303 -2.0276 6.75578 4.55986
1.74168 -2.0244 6.77046 4.57332
1.74087 -2.01912 6.79058 4.58905
1.74062 -2.01232 6.81311 4.60492
1.74054 -2.00571 6.83511 4.62001
1.74062 -1.99871 6.85694 4.63456
1.74134 -1.99233 6.87382 4.64403
1.7428 -1.98668 6.88296 4.64632
1.74446 -1.98341 6.88174 4.64108
1.74611 -1.98257 6.87042 4.62907
1.7481 -1.98437 6.84684 4.60792
1.75065 -1.98899 6.80853 4.57547
1.75392 -1.99683 6.75252 4.52936
1.75807 -2.01048 6.67164 4.46456
1.76147 -2.03089 6.56957 4.38776
1.76641 -2.04835 6.47063 4.3096
1.76285 -2.0727 6.38688 4.2624
1.75835 -2.09161 6.32974 4.23509
1.75468 -2.10441 6.295 4.22065
1.75199 -2.1114 6.27893 4.21634
1.74963 -2.1137 6.27953 4.22242
1.74725 -2.11307 6.29432 4.23812
1.74541 -2.10929 6.3207 4.26038
1.74503 -2.10243 6.35198 4.2824
1.74621 -2.09448 6.37936 4.29795
1.7481 -2.0888 6.39608 4.30456
1.74998 -2.08594 6.40225 4.30409
1.75176 -2.08556 6.39861 4.29725
1.75349 -2.08871 6.38344 4.28285
1.75476 -2.09472 6.35991 4.26396
1.75496 -2.10225 6.33477 4.24664
1.75354 -2.11004 6.31603 4.2375
1.75059 -2.11513 6.31338 4.24286
1.74727 -2.11558 6.32922 4.26158
1.74552 -2.11135 6.35532 4.28346
1.74658 -2.10412 6.37769 4.29593
1.74959 -2.0991 6.38273 4.29191
1.75201 -2.0987 6.37282 4.27933
1.75183 -2.10174 6.36206 4.27255
1.74894 -2.10453 6.36584 4.28215
1.74459 -2.10262 6.39451 4.31217
1.74057 -2.09425 6.44724 4.35777
1.73862 -2.08013 6.51343 4.40743
1.73948 -2.06318 6.57781 4.44881
1.7421 -2.04761 6.62905 4.47671
1.74472 -2.03584 6.66575 4.49475
1.74656 -2.02776 6.69145 4.50731
1.74796 -2.02284 6.70733 4.51438
1.7492 -2.01975 6.71512 4.51643
1.75044 -2.01848 6.71416 4.51259
1.75233 -2.01915 6.70088 4.49881
1.75526 -2.02273 6.66955 4.4703
1.75841 -2.03074 6.61859 4.4282
1.76061 -2.04334 6.55341 4.3791
1.76172 -2.05961 6.48019 4.32746
1.76199 -2.07701 6.40618 4.27736
1.76123 -2.09512 6.33668 4.23279
1.75917 -2.11225 6.27994 4.1998
1.75594 -2.1259 6.24418 4.18358
1.75169 -2.13494 6.23447 4.1872
1.7467 -2.13769 6.25547 4.21332
1.74178 -2.13283 6.30751 4.26035
1.73804 -2.12022 6.38467 4.32175
1.73611 -2.10229 6.47534 4.388
1.73563 -2.08092 6.57151 4.45439
1.74079 -2.05158 6.67113 4.50853
1.74157 -2.03045 6.76095 4.56716
1.74374 -2.01013 6.83882 4.61403
1.74758 -1.99318 6.89408 4.64109
1.75217 -1.98213 6.9214 4.64728
1.75597 -1.97764 6.92479 4.63948
1.75827 -1.97915 6.91142 4.62448
1.75933 -1.98446 6.8886 4.60643
1.75964 -1.99128 6.86203 4.58787
1.75951 -1.99809 6.83531 4.57032
1.75925 -2.00471 6.80881 4.55327
1.75925 -2.01115 6.78135 4.53493
1.76014 -2.01735 6.74942 4.51128
1.76238 -2.02564 6.70424 4.47539
1.76529 -2.03657 6.64409 4.42793
1.76711 -2.05224 6.572 4.37537
1.76636 -2.07067 6.50214 4.33071
1.76285 -2.08749 6.45104 4.30522
1.75784 -2.09917 6.42734 4.30162
1.75329 -2.10348 6.43005 4.3146
1.75073 -2.10082 6.44936 4.33389
1.75053 -2.09395 6.47231 4.34982
1.75215 -2.08707 6.48682 4.35555
1.75463 -2.08266 6.48739 4.34977
1.75669 -2.08194 6.47538 4.33662
1.75719 -2.08491 6.45792 4.3237
1.75587 -2.08823 6.44701 4.31963
1.75364 -2.08961 6.44814 4.3259
1.75192 -2.08737 6.46025 4.33827
1.75181 -2.08225 6.47536 4.34869
1.75342 -2.07727 6.48268 4.34959
1.75574 -2.0749 6.47758 4.34045
1.75716 -2.07594 6.46411 4.32792
1.75692 -2.07873 6.4516 4.32012
1.75575 -2.08157 6.44465 4.31835
1.75488 -2.08279 6.44315 4.3195
1.75475 -2.08263 6.4438 4.32025
1.75477 -2.08205 6.44588 4.32159
1.75404 -2.08205 6.45197 4.32748
1.75224 -2.08036 6.47017 4.34414
1.74993 -2.07628 6.50252 4.37161
1.74786 -2.06889 6.5486 4.40781
1.74621 -2.05799 6.60692 4.45127
1.74486 -2.0452 6.67356 4.49965
1.74415 -2.03013 6.74596 4.55032
1.74483 -2.01385 6.81593 4.59571
1.74708 -1.99852 6.8738 4.62876
1.75012 -1.98684 6.91333 4.6473
1.75299 -1.97924 6.93569 4.65469
1.75528 -1.9765 6.9421 4.65292
1.7617 -1.96988 6.94227 4.63607
1.76177 -1.9731 6.93509 4.6311
1.76023 -1.97607 6.93482 4.63496
1.75747 -1.97667 6.94826 4.65124
1.75452 -1.97293 6.97757 4.67873
1.75253 -1.96473 7.01787 4.71109
1.75231 -1.95318 7.06033 4.74019
1.75386 -1.94141 7.0941 4.75865
1.75651 -1.93257 7.11172 4.76328
1.7596 -1.92742 7.1119 4.75504
1.7629 -1.92669 7.09353 4.73386
1.76633 -1.9307 7.05629 4.69988
1.7692 -1.94022 7.00202 4.65616
1.77014 -1.95394 6.94176 4.61364
1.76813 -1.96911 6.89142 4.58538
1.7638 -1.9812 6.86489 4.57896
1.75911 -1.98666 6.86577 4.59175
1.75602 -1.98516 6.88569 4.61315
1.75562 -1.97887 6.91022 4.63065
1.7577 -1.9718 6.92455 4.63477
1.76087 -1.9685 6.91957 4.6231
1.76351 -1.97042 6.89717 4.60124
1.76479 -1.97602 6.86573 4.57693
1.76457 -1.98353 6.83336 4.55592
1.76275 -1.99034 6.80983 4.54492
1.75957 -1.99402 6.80336 4.54881
1.75614 -1.99304 6.81559 4.56589
1.75397 -1.98712 6.84057 4.5883
1.75406 -1.97794 6.86667 4.60556
1.75644 -1.96879 6.88114 4.60901
1.76021 -1.96396 6.87395 4.59434
1.76387 -1.96417 6.84684 4.56673
1.76596 -1.97038 6.80573 4.53394
1.76597 -1.97954 6.76334 4.50567
1.76457 -1.98835 6.72858 4.48606
1.76299 -1.9949 6.70325 4.47319
1.76228 -1.99909 6.68288 4.46139
1.76269 -2.00267 6.66033 4.44529
1.76335 -2.0066 6.63458 4.42645
1.76311 -2.01208 6.60851 4.40967
1.76196 -2.01678 6.58906 4.39955
1.76115 -2.02014 6.57434 4.39175
1.76143 -2.02194 6.56009 4.38153
1.7623 -2.02402 6.5424 4.36756
1.76289 -2.02763 6.52156 4.35218
1.7629 -2.0315 6.50207 4.33915
1.76277 -2.03548 6.48377 4.32727
1.76327 -2.03975 6.46299 4.31216
1.76452 -2.04464 6.43659 4.29151
1.76544 -2.0514 6.40547 4.26853
1.76959 -2.05225 6.38278 4.24343
1.76675 -2.05915 6.37218 4.2432
1.76345 -2.06137 6.3825 4.25802
1.76161 -2.05853 6.4067 4.27864
1.7616 -2.0533 6.43368 4.29667
1.76195 -2.04846 6.45996 4.31337
1.76108 -2.04386 6.492 4.33692
1.75894 -2.03773 6.5363 4.37181
1.75702 -2.02877 6.59141 4.41351
1.75712 -2.0165 6.64814 4.45123
1.75969 -2.00441 6.69156 4.47375
1.76285 -1.99651 6.71597 4.48201
1.76463 -1.99291 6.72911 4.48627
1.76531 -1.9921 6.73664 4.48957
1.76583 -1.99263 6.74004 4.4905
1.76579 -1.99408 6.74289 4.49249
1.76438 -1.99547 6.75301 4.50285
1.76152 -1.99481 6.77853 4.52718
1.75821 -1.98968 6.82324 4.56562
1.75603 -1.97963 6.88136 4.61023
1.7559 -1.9657 6.94247 4.65153
1.75744 -1.95211 6.99414 4.68203
1.75999 -1.94083 7.03044 4.69952
1.76349 -1.933 7.04615 4.70068
1.76799 -1.93088 7.03396 4.68059
1.77302 -1.93526 6.99194 4.63942
1.77758 -1.94761 6.92131 4.58078
1.78046 -1.96718 6.8314 4.51397
1.78073 -1.99064 6.73842 4.45186
1.77822 -2.01419 6.65857 4.4053
1.77353 -2.03471 6.6035 4.38043
1.76785 -2.04759 6.58252 4.38053
1.76287 -2.05167 6.59263 4.39965
1.75992 -2.04808 6.62297 4.42731
1.75889 -2.04061 6.66072 4.45515
1.75872 -2.03181 6.70002 4.48187
1.75899 -2.02269 6.73788 4.5065
1.76019 -2.01345 6.76958 4.52464
1.76236 -2.00623 6.78766 4.53112
1.76463 -2.00221 6.79097 4.5275
1.7661 -2.00168 6.78285 4.51834
1.76697 -2.00334 6.76728 4.50573
1.76889 -2.00629 6.74037 4.48295
1.77256 -2.01203 6.69319 4.44237
1.77498 -2.02387 6.62974 4.39423
1.77346 -2.03986 6.57117 4.35915
1.76904 -2.05269 6.53728 4.3475
1.76393 -2.05853 6.53304 4.35726
1.75956 -2.05681 6.55461 4.38251
1.75638 -2.04816 6.5963 4.41839
1.75941 -2.02764 6.65409 4.44942
1.75938 -2.01147 6.70991 4.48682
1.76224 -1.99514 6.752 4.50764
1.76763 -1.98307 6.76536 4.50278
1.77358 -1.97949 6.74456 4.47387
1.77782 -1.98515 6.69779 4.43226
1.7787 -1.99755 6.64286 4.39373
1.77585 -2.01079 6.60254 4.37407
1.77043 -2.01958 6.59204 4.38049
1.7643 -2.02014 6.61667 4.41213
1.75931 -2.01131 6.6714 4.46125
1.75707 -1.99526 6.74068 4.51332
1.7585 -1.97596 6.80421 4.55216
1.76317 -1.95849 6.84343 4.56627
1.76948 -1.94857 6.84621 4.55184
1.77564 -1.94815 6.81302 4.51405
1.7804 -1.95702 6.75123 4.46115
1.78274 -1.97282 6.67492 4.40493
1.78194 -1.99216 6.60168 4.35854
1.77853 -2.00982 6.54849 4.33173
1.77418 -2.02272 6.52103 4.32414
1.77055 -2.02857 6.51815 4.33109
1.76835 -2.02929 6.53067 4.34481
1.76733 -2.02676 6.55171 4.36133
1.76681 -2.02265 6.57752 4.3798
1.76642 -2.01787 6.60635 4.39997
1.76619 -2.01236 6.63746 4.42124
1.76619 -2.00627 6.66969 4.44273
1.76624 -2.00092 6.70086 4.46337
1.766 -1.99536 6.73403 4.48608
1.76528 -1.98945 6.77122 4.51268
1.76439 -1.98239 6.81378 4.54334
1.76384 -1.97318 6.86127 4.57642
1.76395 -1.9639 6.90733 4.60687
1.76458 -1.95492 6.94954 4.63336
1.76552 -1.94661 6.98631 4.65539
1.76714 -1.93985 7.01315 4.669
1.76991 -1.93572 7.02346 4.66854
1.77304 -1.93562 7.01502 4.65469
1.77465 -1.94043 6.99447 4.63684
1.7738 -1.94757 6.97587 4.62674
1.77153 -1.953 6.96899 4.6281
1.76969 -1.95525 6.97187 4.63481
1.76916 -1.9546 6.97855 4.64064
1.76931 -1.9533 6.98429 4.64408
1.76917 -1.95186 6.99096 4.64887
1.76865 -1.95053 6.99968 4.65603
1.76821 -1.94852 7.01065 4.6645
1.76779 -1.94543 7.0243 4.6747
